t,content,content_tokenized
1,大陸鬧非洲豬瘟，無藥可醫死亡率99，不知道有多少加工肉品會進來台灣。所以調理加工冷凍食品少吃。要吃豬，要買市場清晨有蓋章的溫體豬。今年中秋的肉也是，來源不實，便宜的調味烤肉，香腸不要買。現在太過開放，有的號稱來自泰國越南，極可能是過地改包裝轉出口。,大陸 鬧 非洲 豬 瘟 無藥 可 醫 死亡率 99 不 知道 有 多少 加工 肉品 會 進來 台灣 所以 調理 加工 冷 凍 食品 少 吃 要 吃 豬 要買 市場 清晨 有 蓋章 的 溫體 豬 今年 中秋 的 肉 也 是 來源 不實 便宜 的 調味 烤肉 香腸 不要 現在 太 過 開放 有 的 號 稱來 自 泰國 越南 可能 是 過 地 改 包裝 轉 出口
1,公告好消息好消息超級好消息財團法人張馨予社會福利慈善事業基金會擬於本年度捐贈新台幣壹仟萬元予一千名有重大傷病卡或其他符合條件之弱勢者，每位壹萬元。捐贈時間是於2018年11月19日創辦人張馨予小姐生日當天。本年度以曾申請而未得捐贈者為優先，次為未曾申請過之病友或弱勢者；去年已接受本金會補助者將不列入補助名單。申請辦法一申請補助者皆以LINE報名，需具備齊文件姓名聯絡電話。以下二擇一1重度傷病核定書身分證正反面影本且具備低收入戶等證明文件。或2身心障礙手冊身分證正反面影本且具備低收入戶等證明文件。重度且低收者為優先受理二申請若經審查合格者請準備資料存摺影本。若本人無存摺帳戶者，請附上照顧本人的親屬存摺影本及戶口名簿影本或戶籍謄本。祝福大家天天身體健康心情愉快諸事順利及心想事成財團法人張馨予社會福利慈善事業基金會敬上聯絡電話0228729196手機號碼；0905169727,公告 好消息 好消息 超級 好消息 財團 法人 張馨 予 社會 福利 慈善 事業 基金 會 擬 於 本年度 捐贈 新 台幣 壹仟 萬元 予 一千名 有 重大 傷 病卡 或 其他 符合 條件 之 弱勢 者 每位 壹萬元 捐贈 時間 是 於 2018 年 11 月 19 日 創辦 人 張馨 予 小姐 生日 當天 本年度 以 曾 申請 而 未 得 捐贈 者 為 優先 次 為 未曾 申請 過 之 病友 或 弱勢 者 去年 已 接受 本金 會 補助 者 將 不 列入 補助 名單 申請 辦法 一 申請 補助 者 皆 以 LINE 報名 需 具備 齊 文件 姓名 聯絡 電話 以下 二 擇 一 1 重度 傷病 核定 書 身分 證 正反面 影本 且 具備 低收入 戶 等 證明 文件 或 2 身心 障礙 手冊 身分 證 正反面 影本 且 具備 低收入 戶 等 證明 文件 重度 且 低 收者 為 優先 受理 二 申請 若 經 審查 合格者 請 準備 資料 存 摺 影本 若 本人 無存 摺 帳 戶者 請 附上 照顧 本人 的 親屬 存 摺 影本 及 戶口 名簿 影本 或 戶籍 謄 本 祝福 大家 天天 身體 健康 心情愉快 諸事 順利 及 心想事成 財團 法人 張馨 予 社會 福利 慈善 事業 基金 會 敬 上 聯絡 電話 0228729196 手機 號碼 0905169727
1,今天南部來的吊車全部佔滿中山南路中線抗議，電視新聞卻不敢報導,今天 南部 來 的 吊車 全部 佔滿 中山南路 中線 抗議 電視 新聞 卻 不敢 報導
1,太重要了，一定要看，看誰在戕害你我，和臺灣的下一代。PM25空汚對身體的影響，男人女人年老年少都應該看看，了解一下。,太 重要 了 一定 要 看 看 誰 在 戕害 你 我 和 臺 灣 的 下一代 PM25 空 汚 對 身 體 的 影 響 男人 女人 年老 年少 都 應該 看看 了解 一下
1,北農總經理吳音寧太有才了她本來要用公費帶著北農的十七個員工和記者群去不到2萬人的國家帛琉做蔬果推廣!!!我還以為要去做多大生意!!!最後她說推銷了500公斤蔬果!!!500公斤500公斤500公斤嚇死人的量她真是一個人才!!!新聞曝光後趕緊說不去了,北農 總 經理 吳音寧 太 有 才 了 她 本來 要用 公費 帶著 北農 的 十七 個員工 和 記者 群 去 不到 2 萬 人 的 國家 帛 琉做 蔬果 推廣 我 還 以為 要 去 做 多 大 生意 最 後 她 說 推銷 了 500 公斤 蔬果 500 公斤 500 公斤 500 公斤 嚇 死 人 的 量 她 真是 一個 人才 新聞 曝光 後 趕緊 說 不 去 了
1,美國宇航員在3萬9千米的太空，以血肉之軀，蹤身躍下，以超音速的墜落冷汗直流，太精彩了美國人敢想敢幹佩服長見識了眞的強。,美國 宇航 員 在 3 萬 9 千米 的 太空 以 血肉 之 軀 蹤 身 躍 下 以 超音速 的 墜落 冷汗直流 太精彩 了 美國 人 敢 想 敢 幹 佩服 長 見識 了 眞 的 強
1,大家好，最近電視節目連續追蹤超完美的詐騙案。買方用人頭簽約，加上地政士代書是自己人，再加上有高手律師寫下超完美陷阱合約，只要被他們盯上的賣屋case通常是自售而且房屋沒有貸款的case，原屋主只拿到二成有的只有拿到一成，就辦理房屋過戶，之後立刻向地下錢莊抵押貸款通常抵押金額會接近賣價或超過。目前為止，共有超過五十位賣屋的苦主住在新北市以及台北市，年齡層落在5080歲之間。原屋主損失八成或九成的金額，以一個2000萬的房屋，會損失1600萬元。那些賣屋屋主損失的金額，少則三百多萬元，多則二千多萬元。故事很長，YouTube有大約五六集，還有若干個精華篇，我提供二個聯結，有興趣的話再去搜尋其他的YouTube。我全部都有看完，感想是法律是保護懂法律的人。這個事情如果在人生的後半段碰到一次的話，會很悽慘。聽說這一票詐騙集團已經要轉戰台中，各位同學要特別小心。人的一生當中，難免會有買屋賣屋的需求。如果要賣房屋的，要特別留意。在媒體不斷報導之下，已經有人有警覺，最後沒有跟詐騙者簽約，真的是鬆一口氣。檢調應該已經有介入調查，但是這一集團的法律佈局非當綿密，防火牆做的很徹底，關鍵的地政士就是代書居然在合約中的責任也排除，顯然是一個智慧型的集體詐騙案。同學們要小心，希望能夠避免碰到這樣的倒楣事情。,大家 好 最近 電視 節目 連續 追 蹤 超 完美 的 詐騙 案 買方 用人 頭 簽約 加上 地政士 代書 是 自己 人 再 加上 有 高手 律師 寫下 超 完美 陷阱 合約 只要 被 他們 盯上 的 賣屋 case 通常 是 自售 而且 房屋 沒有 貸款 的 case 原 屋主 只 拿到 二成 有 的 只有 拿到 一 成 就 辦理 房屋 過戶 之 後 立刻 向 地下 錢莊 抵押 貸款 通常 抵押金 額會 接近 賣價 或 超過 目前 為止 共有 超過 五十 位賣 屋 的 苦主 住 在 新北市 以及 台北市 年齡 層落 在 5080 歲 之間 原 屋主 損失 八成 或 九成 的 金額 以 一個 2000 萬 的 房屋 會 損失 1600 萬元 那些 賣屋 屋主 損失 的 金額 少 則 三百多 萬元 多 則 二千多 萬元 故事 很 長 YouTube 有 大約 五六 集 還 有 若干 個 精華篇 我 提供 二個 聯結 有 興趣 的 話 再 去 搜尋 其他 的 YouTube 我 全部 都 有 看 完 感想 是 法律 是 保護 懂 法律 的 人 這個 事情 如果 在 人生 的 後 半段 碰到 一次 的 話 會 很 悽 慘 聽 說 這 一票 詐騙 集團 已經 要 轉戰 台中 各位 同學 要 特別 小心 人 的 一生 當中 難免 會 有 買 屋 賣 屋 的 需求 如果 要 賣 房屋 的 要 特別 留意 在 媒體 不斷 報導 之下 已經 有人 有 警覺 最 後 沒有 跟詐 騙者 簽約 真的 是 鬆 一口 氣 檢調 應該 已經 有 介入 調查 但是 這 一集 團 的 法律 佈 局 非 當 綿 密 防火 牆 做 的 很 徹底 關鍵 的 地政士 就是 代書 居然 在 合約 中 的 責任 也 排除 顯然 是 一個 智慧型 的 集體 詐騙 案 同學 們 要 小心 希望 能夠 避免 碰到 這樣 的 倒楣 事情
1,中天815超噁黑心發霉製調味乳流入全台早餐店,中天 815 超 噁 黑心 發 霉 製 調 味 乳 流入 全 台 早餐 店
1,吳佩蓉全文我，就是洩漏消息的那個人，對不起。在寫這篇長文之前，我想先向促轉會三個多月來在崗位上辛苦工作的同仁深深致歉，辜負您們的信任，是我做這件事，最大的遺憾。認識我的朋友，可能對我這麼做並不感到意外，但此刻應該全會想拿起手邊各種物品砸向我的，很抱歉，因有我這樣的損友而令您們難過，更是我最大的遺憾。承諾不承認是我做的，要努力掩飾，嚴重違背了我的意志因為第一時間，我就想自己說明緣由而我也猜到，新聞的當事者，會以各種理由質疑新聞內容的真偽，試圖掩飾他當日所言。坦白說，對於那天的談話內容，我記得的部分很少，因為當日心裡牽掛另一件事，忐忑不安，在轉貼出侯友宜的新聞到群組後，我被叫喚到張天欽副主委的辦公室一起開會但當時，我並沒有任何動作，只是意識到自己無法專注開會，又覺得這場會議有某個與會者，時間會拖得非常漫長，突然想說，乾脆以錄音取代筆記，事後再確認被交辦的事情。以下是這場事件的緣起。在24號那週，張天欽副主委上了寶島新聲廣播，原以為不會有任何新聞露出，結果突然冒出人事清查新聞，點閱一看，心想，這個議題有經過內部會議討論嗎但對於張天欽這幾個月習慣對外放話炒作新聞，早已見怪不怪當下只是擔心，在立院開議後，會不會對預算造成影響，未做他想。24號會議開始，張天欽突然冒出後遺症出來了當時並不了解他想表達什麼，於是問他，為何在廣播會說出人事清查，張說他是脫稿演出，然而從對他的認識，我猜測他應該早有準備，故意在受訪時放出新聞。果然，在會議中，他授意其他同仁繼續搜集相關資料，而他對於侯友宜在威權時代的角色，從過去希望侯能夠認錯，轉而變成希望透過除垢，讓侯得到應有的懲罰。對於國民黨對待異議份子，特別是黑名單人士返台後遭受的非人性對待，從小就對此事深惡痛絕，如果侯當年是以如此粗暴手段對待自己的國人，那麼，不論是上級命令或是他自以為可以如此，我都認為他有錯，必須為自己的行為道歉，如果仍堅稱是心中坦蕩蕩，那只能說，這個人的反省能力很有限，不足為取。張天欽打算拿侯作為力推除垢法的例證，某種程度是站得住腳但，掌握行政資源和話語權的高官，意圖操作此議題，以不正義的手段去對付類似侯這樣角色的人，真的深化鞏固民主的必要方式嗎台灣的民主發展，有必要去學習東歐共產國家轉型正義的做法嗎這是我心中很大的困惑，如果真要推行這個人事清查，我認為前面有個必做的程序，就是完整取得政治檔案，然後進行非常嚴謹的比對，在此前提下，以及取得社會多數共識後，認為有必要推行此法，再去做立法相關準備，或許是更恰當的方式。但張天欽的做法向來妄為，他下令要同仁研讀文獻或資料，在沒有任何周延準備下便對外發布，後來還將出國考察的目的與除垢法綁在一起，遂行其個人意志因為他是發言人身份，加上他自認為媒體關係良好，一再故技重施，丟出他想放出的消息，卻嚴重干擾促轉會的正常運作。24號當晚，我邊吃晚餐邊聽錄音，重新聽到談話內容，我承認當時氣到發抖台灣邁向民主這條路，有那麼多人為此犧牲奉獻，很多人在這幾年努力監督執政者，重新贏得人民的信任而重返執政，如果坐在高位上的人，卻以這種方式去對待政敵，這是我想要的民主嗎看到這裡，也許大家會想痛罵，妳有必要這麼做嗎難道不能在會內溝通嗎其實這三個月，我當烏鴉的次數，遠遠超過喜鵲，在24號談話結束時，我記得為了阻止張繼續操作侯的議題，我還故意說，中南部水災很嚴重，不要在這個時候處理新聞沒想到，隔了兩天，報紙又登出侯友宜當年使用催淚瓦斯對待盧修一的新聞。我明白，一旦張天欽準備這麼做，以他的威勢，加上其宣稱黨政關係良好的背景，會內很難有人可以擋下，阻止張繼續妄為因此，我將錄音轉為文字檔，希望朋友能夠幫忙，將張力推除垢法的議題傳遞出去，讓外界能夠了解，擋下張的意圖。為了證實所言非假，我交出了手邊的資料以取信於人，同時也刪除了自己手機的存擋我知道，這些東西流出，從那刻開始，將成為在野黨，特別是國民黨攻擊政府的武器這種七傷拳的做法，真是蠢到極點。我真的很蠢，因為我不知道到底可以跟誰說我這兩年的憂慮，我看到身邊許多朋友，不論是操守，理想性和能力，遠勝於在野的國民黨數倍，事實上，國民黨連怎麼監督都不會，抗議場合，早早散場，對他們而言，民眾福祉與監督政府，只是口頭說說真正的民主，除了政府的行動力和執行力，在野的強力監督也是重要的，但卻見台灣的民主政治，卻日趨失衡。促轉會今年才設立，並沒有自己的預算，各項經費捉襟見肘，但身為副主委，卻不知以身作則，家財萬貫，且在台北市擁有房舍，卻逕自申請官舍居住，舉凡傢俱家電，幾乎全以本會業務費支付，甚至支使同仁在上班時間到官舍為其打點一切，公私不分，把公務員當作專屬他個人的員工。於公於私，我認為，這樣的人並不適合擔任如此重要的職務，正義並非如此廉價，或單靠轉型便能達成如果我們用了不正義的人，以及不正義的手段去推展所謂促進轉型正義的工作，無異於請鬼開藥單。此刻，我知道會內的大家非常憤怒，對於我以不正義的方式揭發此事，我感到羞恥，卻不後悔讓我難受困窘的是，從昨天至今，我用說謊或不認帳去偽裝我自己做的事情。我以台灣的民主為榮，我也一直相信，台灣的百姓非常清楚自己作出了選擇，面對中共的打壓，政府的處境愈來愈艱難轉型正義的工作當然有其必要性，因為過去有許多人為此付出代價，甚至是犧牲他們寶貴的生命，還他們公道以及名譽，絕對是合理應當的。如果在野黨拿此事操作，把焦點全放在張天欽試圖影響選情，那我必須說，你們就跟張天欽副主委一模一樣，心裡眼裡都只有政治操作做這件事，只有很單純的想法，台灣到底適不適合立除垢法，立這個法對於推動民主真的有幫助嗎真正的威權者，他的陵寢繼續座落在這塊土地之上，而他的後人卻不願意幫先人好好下葬入土為安，繼續坐視台灣社會為了他留下的事物紛擾，而我們只能當個鴕鳥，坐等有一天，這一切會自己解決。如果，假正義之名去推動不適當的法令，甚至是最高等級的惡法，那絕非台灣社會所樂見。對於造成如此大的風波和風暴，再次向大家鞠躬道歉。我知道此時辭去促轉會的工作，都無法彌補我闖下大禍的萬分之一我想跟從昨晚至今關心我的朋友致歉，我知道從此我必須遠離你們，但希望你們繼續在各種崗位上為台灣努力，很抱歉，無法再跟你們談天說笑或並肩作戰。謝謝大家看完這封信，我會先貼在群組，以及我個人臉書。,吳佩蓉 全文 我 就是 洩漏 消息 的 那個 人 對 不起 在 寫 這 篇 長 文 之前 我 想 先向 促轉 會 三個 多月 來 在 崗位 上 辛苦工作 的 同仁 深深 致歉 辜負 您們 的 信任 是 我 做 這件 事 最大 的 遺憾 認識 我 的 朋友 可能 對 我 這麼 做 並 不 感到 意外 但 此刻 應該 全會 想 拿起 手邊 各種 物品 砸 向 我 的 很 抱歉 因有 我 這樣 的 損友 而 令 您們 難 過 更是 我 最大 的 遺憾 承諾 不 承認 是 我 做 的 要 努力 掩飾 嚴重 違背 了 我 的 意志 因為 第一 時間 我 就 想 自己 說 明緣 由而 我 也 猜到 新聞 的 當事者 會 以 各種 理由 質疑 新聞 內容 的 真偽 試圖 掩飾 他 當日 所 言 坦白 說 對 於 那天 的 談話 內容 我 記得 的 部分 很少 因為 當日 心裡 牽掛 另 一件 事 忐忑不安 在 轉貼 出 侯友宜 的 新聞 到 群組 後 我 被叫 喚 到 張天欽 副 主委 的 辦 公室 一起 開會 但 當時 我 並 沒有 任何 動作 只是 意識 到 自己 無法 專注 開會 又 覺得 這場 會議 有 某個 與 會者 時間 會 拖 得 非常 漫長 突然 想 說 乾脆 以 錄音 取代 筆記 事 後 再 確認 被 交辦 的 事情 以下 是 這場 事件 的 緣 起 在 24 號 那週 張天欽 副 主委 上 了 寶島 新聲 廣播 原 以為 不 會 有 任何 新聞 露出 結果 突然 冒 出 人事 清查 新聞 點閱 一看 心想 這個 議題 有 經過 內部 會議 討論 嗎 但 對 於 張天欽 這 幾個 月 習慣 對 外放 炒作 新聞 早已 怪不怪 當下 只是 擔心 在 立院 開議 後 會 不 會 對 預算 造成 影響 未 做 他 想 24 號 會議 開始 張天欽 突然 冒出 後 遺症 出來 了 當時 並 不 了解 他 想 表達 什麼 於 是 問 他 為 何在 廣播會 說出 人事 清查 張說 他 是 脫稿 演出 然而 從 對 他 的 認識 我 猜測 他 應該 早 有 準備 故意 在 受訪 時 放出 新聞 果然 在 會議 中 他 授意 其他 同仁 繼續 搜集 相關資料 而 他 對 於侯友 宜 在 威權 時代 的 角色 從 過去 希望 侯 能夠 認錯 轉而 變成 希望 透過 除垢 讓 侯 得到 應有 的 懲罰 對 於 國民黨 對待 異議 份子 特別 是 黑 名單 人士 返台 後 遭受 的 非人性 對待 從 小 就 對 此事 深惡痛絕 如果 侯 當年 是 以 如此 粗暴 手段 對待 自己 的 國人 那麼 不論是 上級 命令 或是 他 自以 為 可以 如此 我 都 認為 他 有 錯 必須 為 自己 的 行為 道歉 如果 仍 堅稱 是 心中 坦 蕩 那 只能 說 這個 人 的 反省 能力 很 有限 不足 為 取 張天欽 打算 拿 侯 作為 力推 除垢 法 的 例證 某種 程度 是 站得住 腳 但 掌握 行政 資源 和 話 語權 的 高官 意圖 操作 此 議題 以 不正 義 的 手段 去 對付 類似 侯 這樣 角色 的 人 真的 深化 鞏固 民主 的 必要 方式 嗎 台灣 的 民主 發展 有 必要 去 學習東 歐共產 國家 轉型 正義 的 做法 嗎 這 是 我 心中 很大 的 困惑 如果 真 要 推行 這個 人事 清查 我 認為 前面 有個 必 做 的 程序 就是 完整 取得 政治 檔案 然 後 進行 非常 嚴謹 的 比對 在 此 前提 下 以及 取得 社會 多數 共識 後 認為 有 必要 推行 此法 再 去 做 立法 相關 準備 或許 是 更 恰當 的 方式 但 張天欽 的 做法 向來 妄為 他 下令 要 同仁 研讀 文獻 或 資料 在 沒有 任何 周延 準備 下 便 對 外 發布 後 來 還 將 出 國 考察 的 目的 與 除垢 法 綁 在 一起 遂行 其個 人 意志 因為 他 是 發言 人 身份 加上 他自 認為 媒體 關 係 良好 一再 故技重施 丟出 他 想 放出 的 消息 卻 嚴重 干擾 促轉 會 的 正常 運作 24 號 當晚 我 邊 吃 晚餐 邊 聽錄 音 重新 聽到 談話 內容 我 承認 當時 氣 到 發抖 台灣 邁向 民主 這 條路 有 那麼 多 人 為 此 犧牲 奉獻 很多 人 在 這 幾年 努力 監督 執 政者 重新 贏 得 人民 的 信任 而 重返 執政 如果 坐在 高位 上 的 人 卻 以 這種 方式 去 對待 政敵 這 是 我 想要 的 民主 看到 這裡 也許 大家 會 想 痛 罵 妳有 必要 這麼 做 嗎 難道 不能 在 會 內 溝通 嗎 其實 這 三個 月 我 當 烏鴉 的 次數 遠遠 超過 喜鵲 在 24 號 談話 結束 時 我 記得 為了 阻止 張繼續 操作 侯 的 議題 我 還 故意 說 中南部 水災 很 嚴重 不要 在 這個 時候 處理 新聞 沒 想到 隔 了 兩天 報紙 又 登出 侯友宜 當年 使用 催淚 瓦斯 對 待 盧修 一 的 新聞 我 明白 一旦 張天欽 準備 這麼 做 以 他 的 威勢 加上 其 宣稱 黨政 關 係 良好 的 背景 會 內 很 難 有人 可以 擋下 阻止 張繼續 妄為 因此 我 將 錄 音 轉為 文字 希望 朋友 能夠 幫忙 將 張 力推 除垢 法 的 議題 傳遞 出去 外界 能夠 了解 擋 下張 的 意圖 為了 證實 所 言 非 假 我 交出 了 手邊 的 資料 以 取信 於 人 同時 也 刪 除了 自己 手機 的 存擋 我 知道 這些 東西 流出 從 那刻 開始 將 成為 在野 特別 是 國民黨 攻擊 政府 的 武器 這種 七傷拳 的 做法 真是 蠢 到 極點 我 真的 很蠢 因為 我 不 知道 到底 可以 跟 誰 說 我 這 兩年 的 憂慮 我 看到 身邊 許多 朋友 不論 是 操守 理想 性 和 能力 遠 勝 於 在野 的 國民黨 數倍 事實上 國民黨 連 怎麼 監督 都 不 會 抗議 場合 早早 散場 對 他們 而言 民眾 福祉 與 監督 政府 只是 口頭 說 說 真正 的 民主 除了 政府 的 行動力 和 執行 力 在野 的 強力 監督 也 是 重要 的 但 卻 見 台灣 的 民主 政治 卻 日 趨 失衡 促轉 會 今年 才 設立 並 沒有 自己 的 預算 各項 經費 捉襟見肘 但 身為 副 主委 卻 不知 以 身作則 家 財 萬貫 且 在 台北市 擁有 房舍 卻 逕 自 申 請 官舍 居住 舉 凡 傢 俱 家 電 幾乎 全 以 本會 業務費 支付 甚至 支使 同仁 在 上班 時間 到 官舍 為 其 打 點 一切 公私不分 把 公務員 當作 專屬 他個 人 的 員工 於公 於 私 我 認為 這樣 的 人 並 不 適合 擔任 如此 重要 的 職務 正義 並 非 如此 廉價 或 單靠 轉型 便 能 達成 如果 我們 用 了 不正 義 的 人 以及 不正 義 的 手段 去 推展 所謂 促進 轉型 正義 的 工作 無 異 於 請 鬼 開藥 單 此刻 我 知道 會 內 的 大家 非常 憤怒 對 於 我 以 不正 義 的 方式 揭發 此事 我 感到 羞恥 卻 不 後 悔 讓 我 難受 困窘 的 是 從 昨天 至今 我 用 說謊 或 不認 帳 去 偽裝 我 自己 做 的 事情 我 以 台灣 的 民主 為 榮 我 也 一直 相信 台灣 的 百姓 非常 清楚 自己 作出 了 選擇 面 對 中共 的 打壓 政府 的 處境 愈來愈 艱難 轉型 正義 的 工作 當然 有 其 必要性 因為 過去 有 許多 人 為 此 付出 代價 甚至 是 犧牲 他們 寶貴 的 生命 還 他們 公道 以及 名譽 絕對 是 合理 應當 的 如果 在野 黨 拿 此事 操作 把 焦點 全 放在 張天欽 試圖 影響 選情 那 我 必須 說 你們 就 跟 張天欽 副 主委 一模 一樣 心裡 眼裡 都 只有 政治 操作 做 這件 事 只有 很 單純 的 想法 台灣 到底 適不適 合立 除垢 法 立 這個 法 對 於 推動 民主 真的 有 幫助 嗎 真正 的 威權 者 他 的 陵寢 繼續 座落在 這塊 土地 之上 而 他 的 後 人 卻 不 願意 幫 先人 好好 下葬 入土 為 安 繼續 坐視 台灣 社會 為 了 他 留下 的 事物 紛擾 而 我們 只能 當個 鴕鳥 坐等 有 一天 這 一切 會 自己 解決 如果 假 正義 之 名 去 推動 不 適當 的 法令 甚至 是 最高 等級 的 惡法 那 絕非 台灣 社會 所 樂見 對 於 造成 如此 大 的 風波 和 風暴 再次 向 大家 鞠躬 道歉 我 知道 此時 辭去 促轉 會 的 工作 都 無法 彌補 我 闖 下 大禍 的 萬分 之一 我 想 跟 從 昨晚 至今 關心 我 的 朋友 致歉 我 知道 從此 我 必須 遠離 你們 但 希望 你們 繼續 在 各種 崗位 上 為 台灣 努力 很 抱歉 無法 再 跟 你們 談天說笑 或 並肩 作戰 謝謝 大家 看完 這 封信 我 會 先貼 在 群組 以及 我個 人 臉 書
1,吃柚子又服藥交互作用害婦人癱瘓中秋節前後適逢柚子產季，不少人都會送柚子當作應景伴手禮，而且，柚子富含膳食纖維和維他命C等營養成分，常是老人小孩都喜愛的水果。但你知道嗎，雖然柚子營養豐富，但若您有服用特定藥品，就要特別小心藥害藥害救濟基金會表示，柚子和葡萄柚一樣都含有豐富的呋喃香豆素furanocoumarin，這種成分會抑制人體用來代謝特定藥物的酵素CYP3A4，當酵素無法發揮作用時，人體分解藥物的速度就會減慢，使吃下去的藥品延長在體內停留的時間，或導致血中的藥物濃度異常升高，就像服下的過量的藥一樣，進而導致副作用的出現，嚴重時還可能引發猝死危機。此外，抑制藥物代謝的時效可能長達數小時甚至3天，即使間隔服用藥品也無法完全避免，因此，建議服用特定藥物的民眾，應避免食用柚子或葡萄柚，以避免不必要的藥物食物交互作用。曾有一名固定服用降血脂藥的老婦人，前幾天因為肌肉痠痛和紅褐色尿液而就醫，醫師懷疑是降血脂藥物引起的橫紋肌溶解症，原本猜測是用藥過量，詳細詢問下發現，老婦人用藥的劑量沒改變，但鄰居送了一箱柚子，所以每天食用一顆，沒想到柚子與藥物交互作用下，竟然使得血液中藥物濃度大幅增加，才會引起橫紋肌溶解症。也曾有媒體報導，有婦人吃了柚子後又吃了慢性病藥物，結果下半身癱瘓。藥害救濟基金會指出，目前大多的研究都認為葡萄柚與藥物交互作用為對象，單純針對柚子的研究不多，但是，值得注意的是，因柚子和葡萄柚成分雷同，而且已有部分研究指出柚子也有提高藥物血中濃度的現象，所以美國家庭醫學會也建議柚子與葡萄柚一樣，都是服藥期間應該要避免的水果；建議民眾使用藥品時須特別留意藥袋或藥品說明書，是否有註明不可食用葡萄柚或柚子。目前確知易與葡萄柚柚子產生交互作用的藥物，有1降血壓的鈣離子通道阻斷劑amlodipinefelodipine2statin類降血脂藥atrovastatinlovastatinsimvastatin3抗心律不整藥amiodarone4免疫抑制劑cyclosporin5部分安眠鎮靜劑與抗憂鬱與焦慮藥物等。,吃 柚子 又 服藥 交互作用 害 婦人 癱瘓 中秋 節前 後 適逢 柚子 產季 不少 人 都 會 送 柚子 當 作應景 伴手 禮 而且 柚子 富含 膳食 纖維 和 維 他 命 C 等 營養 成分 常 是 老人 小孩 都 喜愛 的 水果 但 你 知道 雖然 柚子 營養 豐富 但若 您 有 服用 特定 藥品 就要 特別 小心 藥害 藥害 救濟 基金 會 表示 柚子 和 葡萄柚 一樣 都 含有 豐富 的 呋喃 香豆素 furanocoumarin 這種 成分 會 抑制 人體 用來 代謝 特定 藥物 的 酵素 CYP3A4 當 酵素 無法 發揮 作用 時 人體 分解 藥物 的 速度 就 會 減慢 使 吃 下去 的 藥品 延長 在 體內 停留 的 時間 或 導致 血 中 的 藥物 濃度 異常 升高 就 像 服下 的 過量 的 藥 一樣 進而 導致 副作用 的 出現 嚴重 時 還 可能 引發 猝死 危機 此外 抑制 藥物 代謝 的 時效 可能 長達數 小 時 甚至 3 天 即使 間 隔 服用 藥品 也 無法 完全避免 因此 建議 服用 特定 藥物 的 民眾 避免 食用 柚子 或 葡萄柚 以 避免 不必要 的 藥物 食物 交互作用 曾 有 一名 固定 服用 降血脂 藥 的 老婦 人 前 幾天 因為 肌肉 痠痛 和 紅 褐色 尿液 而 就 醫 醫師 懷疑 是 降血脂 藥物 引起 的 橫紋 肌 溶解 症 原本 猜測 是 用藥 過量 詳細 詢問 下 發現 老婦 人用藥 的 劑量 沒 改變 但 鄰居 送 了 一箱 柚子 所以 每天 食用 一顆 沒 想到 柚子 與 藥物 交互作用 下 竟然 使得 血液 中藥物 濃度 大幅 增加 才 會 引起 橫紋 肌 溶解 症 也 曾 有 媒體 報導 有 婦人 吃 了 柚子 後 又 吃 了 慢性病 藥物 結果 下半身 癱瘓 藥害 救濟 基金 會 指出 目前 大多 的 研究 都 認為 葡萄柚 與 藥物 交互作用 為 對象 單純 針對 柚子 的 研究 不 多 但是 值得注意 的 是 因 柚子 和 葡萄柚 成分 雷同 而且 已有 部分 研究 指出 柚子 也 有 提高 藥物 血 中 濃度 的 現象 所以 美國 家庭 醫學會 也 建議 柚子 與 葡萄柚 一樣 都 是 服藥 期間 應該 要 避免 的 水果 建議民眾 使用 藥品 時須 特別 留意 藥袋 或 藥品 說明 書 是否 有 註 明 不可 食用 葡萄柚 或 柚子 目前 知易 與 葡萄柚 柚子 產生 交互作用 的 藥物 有 1 降血壓 的 鈣離子 通道 阻斷 劑 amlodipinefelodipine2statin 類 降血脂 藥 atrovastatinlovastatinsimvastatin3 抗 心律不整 藥 amiodarone4 免疫抑制 劑 cyclosporin5 部分 安眠 鎮 靜劑 與 抗 憂鬱 與 焦慮 藥物 等
