t,content,content_tokenized
0,背景社群媒體流傳，標題為〈呂秀蓮的覺醒〉之文章，日期標為2019年9月2日，內容有八點論述，在第一點有提到「台灣前副總統呂秀蓮昨日召開記者招待會，呼籲....」，結論為「在這2020年大選的前幾個月，前副總統呂秀蓮發出良心的呼喚，臺灣的老百姓不要再上民進黨的當，更不可相信紅頂商人見利忘義的鬼話，善良的臺灣老百姓讓我們拋棄省籍情結，人不分男女老幼，地不分東西南北，大家一起支持救中華民國的韓國瑜。」部分貼文會在主文前，另附開頭「這篇較長文章，是綠營呂秀蓮的覺醒，道出臺灣20多年來，四位縂統如何將台灣從由盛而衰的過程，值得看完！」 圖1：網傳〈呂秀蓮的覺醒〉文章擷圖  圖2：〈呂秀蓮的覺醒〉文章紙本版,背景 社群 媒體 流傳 標題 為 呂秀蓮 的 覺醒 之 文章 日期 標為 2019 年 9 月 2 日 內容 有 八點 論述 在 第一 點 有 提到 台灣 前 副 總統 呂秀蓮 昨日 召開 記者 招待 會 呼籲 .... 結論 為 在 這 2020 年 大選 的 前 幾個 月 前 副 總統 呂秀蓮 發出 良心 的 呼喚 臺 灣 的 老百姓 不要 再上 民進 黨 的 當 更 不可 相信 紅頂 商人 見 利忘義 的 鬼話 善良 的 臺 灣 老百姓 讓 我們 拋棄 省籍 情結 人 不分 男女老幼 地 不分 東西 南北 大家 一起 支持 救 中華民國 的 韓國瑜 部分 貼 文會 在 主文 前 另附 開頭 這 篇 較 長 文章 是 綠 營 呂秀蓮 的 覺醒 道 出 臺 灣 20 多年 來 四位 縂 統 如何 將 台灣 從 由盛而衰 的 過程 值得 看 完 圖 1 網傳 呂秀蓮 的 覺醒 文章 擷 圖 圖 2 呂秀蓮 的 覺醒 文章 紙 本版
0,背景社群平台流傳訊息指出：「剛剛日本電視播到台灣3天2夜才日幣20000，台幣5千多，離譜吧！亡國政府，在貼錢讓日本人玩嗎？上網查詢還真的有耶：每團每人補助10000！...有車友載到韓國團，導遊也是這樣說，每人只繳8000台幣，住五星，來台灣打高爾夫5天，其他都是你們台灣政府補助的，聽到真心痛！為了製造觀光客不減反增的假像，這些補助都是你我納稅和砍軍公教年金的錢，拿去給外人花，真是太生氣了。」此傳言曾在2017年和2018年廣泛流傳，當時的貼文會附上觀光局行政系統「觀光法規」網站連結，但現在嘗試打開，頁面已不存在；今年又再傳的版本，有的是純傳言文件，有的會附上台灣風景照。此為舊謠言再起。圖1：此則訊息在社群平台的個人帳號、社團廣泛流傳,背景 社群 平台 流傳訊息 指出 剛剛 日本 電視 播到 台灣 3 天 2 夜才 日幣 20000 台幣 5 千多 離譜 吧 亡國 政府 在 貼 錢 讓 日本 人 玩 嗎 上網 查詢 還 真的 有 耶 每團 每人 補助 10000 ... 有 車友 載到 韓國團 導遊 也 是 這樣 說 每人 只 繳 8000 台幣 住 五星 來 台灣 打 高爾夫 5 天 其他 都 是 你們 台灣 政府 補助 的 聽到 真 心痛 為 了 製 造 觀 光 客 不 減 反 增 的 假 像 這些 補助 都 是 你 我 納稅 和 砍 軍 公教 年金 的 錢 拿 去 給 外人 花 真是太 生氣 了 此 傳言 曾 在 2017 年 和 2018 年 廣泛 流傳 當時 的 貼 文會 附上 觀光 局 行政 系統 觀光法 規 網站 連 結 但 現在 嘗試 打開 頁面 已不 存在 今年 又 再 傳 的 版本 有的是 純 傳言 文件 有 的 會 附 上台 灣 風景 照 此為 舊 謠言 再起 圖 1 此則 訊息 在 社群 平台 的 個人 帳號 社團 廣泛 流傳
0,背景通訊軟體、社群平台流傳訊息指出：「當遊民太幸福……公務員竟不如遊民早知如此，何必唸書丶考試⋯奉獻一生，到老了大家領得一樣多⋯。現在台北市政府對於龍山寺遊民，單身每月給1萬8千元低收入戶補助，有配偶給予31000元，...結果年輕時努力讀書考試，在萬人中脫穎而出的軍公教人員，退休後所得33415元比台北市龍山寺遊民領的還要少....變相買票啊」圖1：通訊軟體流傳訊息擷圖圖2：通訊軟體流傳訊息擷圖,背景 通訊 軟體 社群 平台 流傳訊息 指出 當 遊民 太 幸福 公務員 竟 不如 遊民 早知如此 何必 唸 書 丶 考 試 奉 獻 一生 到 老 了 大家 領得 一樣 多 現在 台北市 政府 對 於龍 山寺 遊民 單身 每月 給 1 萬 8 千元 低收入 戶 補助 有 配偶 給予 31000 元 ... 結果 年 輕 時 努力 讀書 考試 在 萬 人 中 脫穎而出 的 軍 公教 人員 退休 後 所得 33415 元 比 台北市 山寺 遊民領 的 還 要 少 .... 變相 買票 啊 圖 1 通訊 軟體 流傳訊息 擷 圖 圖 2 通訊 軟體 流傳訊息 擷圖
0,背景通訊軟體、社群平台流傳訊息指出：「當遊民太幸福……公務員竟不如遊民早知如此，何必唸書丶考試⋯奉獻一生，到老了大家領得一樣多⋯。現在台北市政府對於龍山寺遊民，單身每月給1萬8千元低收入戶補助，有配偶給予31000元，...結果年輕時努力讀書考試，在萬人中脫穎而出的軍公教人員，退休後所得33415元比台北市龍山寺遊民領的還要少....變相買票啊」圖1：通訊軟體流傳訊息擷圖圖2：通訊軟體流傳訊息擷圖,背景 通訊 軟體 社群 平台 流傳訊息 指出 當 遊民 太 幸福 公務員 竟 不如 遊民 早知如此 何必 唸 書 丶 考 試 奉 獻 一生 到 老 了 大家 領得 一樣 多 現在 台北市 政府 對 於龍 山寺 遊民 單身 每月 給 1 萬 8 千元 低收入 戶 補助 有 配偶 給予 31000 元 ... 結果 年 輕 時 努力 讀書 考試 在 萬 人 中 脫穎而出 的 軍 公教 人員 退休 後 所得 33415 元 比 台北市 山寺 遊民領 的 還 要 少 .... 變相 買票 啊 圖 1 通訊 軟體 流傳訊息 擷 圖 圖 2 通訊 軟體 流傳訊息 擷圖
0,背景Facebook近期出現許多「LINE」貼圖的粉絲專頁，命名為「LINE貼圖專區」、「LINE貼圖小舖」、「LINE免費貼圖」、「LINE貼圖讚一下」、「LINE貼圖免費送」、「LINE貼圖最前線」等，這些粉絲專頁以LINE的Logo為大頭貼，貼文宣稱：「【免費下載】即日起~只要底下任意留言貼圖就會發送給你囉」。有些LINE貼圖粉絲專頁直接使用「LINE」官網帳號的logo和封面照片，但並不是LINE官方所設立。此外，貼文的圖案有各種主題，也會搭配節慶推出相關圖案，繼雙十國慶主題後，近期流傳萬聖節主題。圖1：網傳貼圖贈送文擷圖圖2：網傳貼圖贈送文擷圖圖3：網傳貼圖贈送文擷圖,背景 Facebook 近期 出現 許多 LINE 貼圖 的 粉絲 專頁 命名 為 LINE 貼圖 專區 LINE 貼 圖 小 舖 LINE 免費 貼圖 LINE 貼 圖 讚 一下 LINE 貼圖 免費 送 LINE 貼圖 最前 線 等 這些 粉絲 專頁 以 LINE 的 Logo 為 大頭 貼 貼文 宣稱 免費 下載 即日起 只要 底下 任意 留言 貼 圖就會發送給你 囉 有些 LINE 貼圖 粉絲 專頁 直接 使用 LINE 官網 帳號 的 logo 和 封面 照片 但 並 不是 LINE 官方 所 設立 此外 貼文 的 圖案 有 各種 主題 也 會 搭配 節慶 推出 相關 圖案 繼 雙十 國慶 主題 後 近期 流傳 萬 聖節 主題 圖 1 網傳貼 圖 贈 送 文 擷 圖 圖 2 網傳貼 圖 贈 送 文 擷 圖 圖 3 網傳貼 圖 贈 送 文 擷 圖
0,背景網傳「木瓜為百藥之王」，指稱「美國農業部公布，日後腫瘤的新治療方法，只要改變飲食方式改善血管新生，即能治癒腫瘤。」、「木瓜被WHO（世界衛生組織）連續兩年評選為營養價值最高的水果」，訊息中列舉木瓜的高營養價值，並比較木瓜與各類水果的營養素，並為木瓜冠上水果之王稱號。此傳言附上一段20分鐘影片。圖1：社群媒體流傳影片擷圖圖2：網路流傳影片與傳言擷圖,背景 網傳 木瓜 為 百藥 之 王 指稱 美國農業部 公布 日 後 腫瘤 的 新 治療 方法 只要 改變 飲食 方式 改善 血管 新生 即 能 治 癒 腫 瘤 木瓜 被 WHO 世界 衛生組織 連續 兩年 評選 為 營養 價值 最高 的 水果 訊息 中 列舉 木瓜 的 高營養 價值 並 比較 木瓜 與 各類 水果 的 營養素 並為 木瓜 冠 上 水果 之 王 稱 號 此 傳言 附上 一段 20 分鐘 影片 圖 1 社群 媒體 流傳 影片 擷 圖 圖 2 網路 流傳 影片 與 傳言 擷圖
0,背景社群平台近期流傳一則廚房爆炸影片，並搭配說明：「手機不要放在廚房，電視，洗衣機，微波爐，電烤箱，烤麵包機附近，會產生輻射熱爆炸。要注意。」圖1：社群平台流傳訊息擷圖,背景 社群 平台 近期 流傳 一則 廚房 爆炸 影片 並 搭配 說明 手機 不要 放在 廚房 電視 洗衣 微波 電 烤箱 烤 麵 包 機 附近 會產生 輻射 熱 爆炸 要 注意 圖 1 社群 平台 流傳訊息 擷圖
0,背景社群平台、內容農場網站流傳一段「菲律賓總統杜特爾特」與「台灣女記者」的對話：「... 杜：你結婚了？有老公沒有？ 女記者：結婚了，有老公。 杜：你打得過老公嗎？ 女記者：（笑，全場笑）打不過。 杜：你是否想過買把刀就敢跟老公對着干。 女記者：當然不會，因為有刀也打不過。 杜：這就對了嘛，美國人說賣我武器保護菲律賓，你拉倒吧，買了武器我能打過中國？現在中國跟我們合作開發，四六分成，菲律賓省了買武器的錢，還能分到40個%的利益，這樣多好。 女記者：可我們蔡總統（有版本為蔡省長）不這麼想。 杜：那是因為她沒結過婚，不知道捱打的滋味。」此傳言從2018年5月23日起在中國社群網站流傳，台灣內容農場亦有流傳繁體中文版本。「杜特爾特」為中國翻譯用語，台灣媒體翻譯為「杜特蒂」，但繁體中文版仍使用中國慣用語。此外，有的版本是女記者提及蔡總統，卻稱為「蔡省長」。圖1：社群平台流傳文章擷圖圖2：內容農場網站流傳訊息擷圖,背景 社群 平台 內容 農場 網站 流傳 一段 菲律賓 總統 杜特爾特 與 台灣 女 記者 的 對話 ... 杜 你 結婚 了 有 老公 沒有 女 記者 結婚 了 有 老公 杜 你 打 得 過 老公 女 記者 笑 全場 笑 打不過 杜 你 是否 想 過 買 把 刀 就敢 跟 老公 對着 干 女 記者 當然 不 會 因為 有 刀 也 打 不過 杜 這 就 對 了 嘛 美國 人 說 賣 我 武器 保護 菲律賓 你 拉倒 吧 買 了 武器 我 能 打 過 中國 現在 中國 跟 我們 合作 開發 四六分 成 菲律賓 省 了 買 武器 的 錢 還 能 分到 40 個 的 利益 這樣 多 好 女 記者 可 我們 蔡 總統 有 版本 為 蔡 省長 不 這麼 想 杜 那 是 因為 她 沒結 過婚 不 知道 捱打 的 滋味 此 傳言 從 2018 年 5 月 23 日 起 在 中國 社群 網站 流傳 台灣 內容 農場 亦 有 流傳 繁體 中文 版本 杜特爾特 為 中國 翻譯 用 語 台灣 媒體 翻譯 為 杜特蒂 但 繁體 中文版 仍 使用 中國 慣用 語 此外 有 的 版本 是 女 記者 提及 蔡 總統 卻 稱為 蔡 省長 圖 1 社群 平台 流傳 文章 擷 圖 圖 2 內容 農場 網站 流傳訊息 擷圖
0,背景社群媒體近期流傳一段影片，內容為香港反送中示威者與紅色轎車車主乘客對話，搭配文字指稱「暴徒快閃募捐 實則打劫逼人交過路費？」圖1：網傳影片擷圖,背景 社群 媒體 近期 流傳 一段 影片 內容 為 香港 反送 中 示威者 與 紅色 轎車 車主 乘客 對 話 搭配 文字 指稱 暴徒 快 閃 募捐 實則 打劫 逼人 交過 路費 圖 1 網傳 影片 擷 圖
0,背景通訊軟體和社群媒體近日流傳訊息指出：「心血管支架大夫要失業了，打通血管血栓絕密配方..材料：一個檸檬、二塊薑、三個大蒜、一瓶陳醋500c.c...吃上一個月後去醫院做次檢查，會發現血管乾乾淨淨，堵塞的地方已經全通了...」，文末說，「不須私存！必須轉！打通血管絕密配方， 給親愛的人試試！不分男女，只要上了年紀四、五十歲成年人都要喝！救人的！傳給大家喔！」此訊息從2013年就流傳，也有內容農場網站轉載。此傳言有兩種變形版本，近期流傳的版本是「居住在懷化的人的親身經歷，去長沙開會的時候，突然胸痛」，偏方是來自湘西苗族古法治療師，材料的醋是陳醋；另一版本宣稱「居住在倫敦的人的親身經歷，去巴基斯坦開會的時候，突然胸痛」，偏方來自回教國家的古法治療師，材料的醋是蘋果醋。  圖1、2：通訊軟體流傳訊息擷圖圖3：此傳言自2013年就已在網路上流傳 圖4：內容農場網站也有此傳言,背景 通訊 軟體 和 社群 媒體 近日 流傳訊息 指出 心血管 支架 大夫 要 失業 了 打通 血管 血栓 絕密 配方 .. 材料 一個 檸檬 二 塊 薑 三個 大蒜 一瓶 陳 醋 500 c . c ... 吃 上 一個 月 後 去 醫院 做 次 檢查 會 發現 血管 乾 乾 淨 淨 堵塞 的 地方 已經 全 通了 ... 文末 說 不須 私存 必須 轉 打通 血管 絕密 配方 給 親愛 的 人 試試 不 分 男女 只要 上 了 年紀四 五十 歲 成年人 都 要 喝 救人 的 傳給 大家 喔 此 訊 息 從 2013 年 就 流傳 也 有 內容 農場 網站 轉載 此 傳言 有 兩種 變形 版本 近期 流傳 的 版本 是 居住 在 懷化 的 人 的 親身 經歷 去 長沙 開會 的 時候 突然 胸痛 偏方 是 來 自 湘西 苗族 古 法 治療 師 材料 的 醋 是 陳 醋 另 一 版本 宣稱 居住 在 倫敦 的 人 的 親身 經歷 去 巴基斯坦 開會 的 時候 突然 胸痛 偏方 來 自 回教 國家 的 古法 治療 師 材料 的 醋 是 蘋果 醋 圖 1 通訊 軟體 流傳訊息 擷 圖 圖 3 此 傳言 自 2013 年 就 已 在 網 路上 流傳 圖 4 內容 農場 網站 也 有 此 傳言
0,背景社群網站近期流傳一段影片，為巨幅中華民國國旗於棒球場上展開的影片，搭配文字：「今天從美國加州洛杉磯剛剛傳來的......難得的畫面！」圖1：網傳影片擷圖,背景 社群 網站 近期 流傳 一段 影片 為 巨幅 中華民國國旗 於 棒球 場上 展開 的 影片 搭配 文字 今天 從 美國 加州 洛杉磯 剛剛 傳來 的 ...... 難得 的 畫面 圖 1 網傳 影片 擷 圖
0,背景社群媒體從10月4日起開始流傳一則集氣文，「請幫幫我的爸爸集氣，前幾天宜蘭南方澳跨港大橋發生崩塌斷橋事件，爸爸就是12人受傷的其中一個人...，說這幾天是最關鍵的時候，請各位幫幫我一起祈禱吧。」宣稱為張語芬投稿，同時搭配一位光頭、躺臥床上插著呼吸器的老年患者照片，引發網友在社群網站大量分享。圖1：網傳集氣文擷圖,背景 社群 媒體 從 10 月 4 日 起 開始 流傳 一則 集氣 文 請 幫 幫 我 的 爸爸 集氣 前 幾天 宜蘭 南方澳 跨 港 大 橋 發生 崩塌 斷橋 事件 爸爸 就是 12 人 受傷 的 其中 一個 人 ... 說 這 幾天 是 最 關鍵 的 時候 請 各位 幫 幫 我 一起 祈禱 吧 宣稱 為 張語芬 投稿 同時 搭配 一位 光頭 躺 臥 床上 插著 呼吸器 的 老年 患者 照片 引發 網友 在 社群 網站 大量 分享 圖 1 網 傳集 氣文 擷圖
0,背景社群平台從10月6日起，流傳貼文指出「昨晚香港黃大仙被暴徒打傷的老人家延至今早離世 天理何在 有人發聲嗎？...暴徒殺人呀  蔡政府還力挺這群香港暴徒，如果明天這些暴徒轉入台灣怎麼辦？」，這則訊息附上一支「群眾圍毆一名白髮男子」影片。圖1：社群平台流傳訊息擷圖,背景 社群 平台 從 10 月 6 日 起 流傳貼 文 指出 昨晚 香港 黃 大仙 被 暴徒 打傷 的 老人家 延 至今 早 離 世 天理何在 有人 發聲 嗎 ... 暴徒 殺 人 呀 蔡 政府 還力 挺 這 群 香港 暴徒 如果 明天 這些 暴徒 轉入 台灣 怎麼 辦 這 則 訊息 附上 一支 群眾 圍毆 一名 白 髮 男子 影片 圖 1 社群 平台 流傳訊息 擷圖
0,背景網傳「重磅消息！中共絕密文件曝光  香港警察面臨隨時被殉職」，搭配一張由中國國務院辦公廳、中央國家安全委員會辦公室發布的公文「關於香港反送中背後所引發的港獨集會」，第四點稱：「如在緊急情況下，透過自願者令香港警察英勇殉職，以吸引媒體的眼球集中在暴徒身上」。圖1：網傳訊息擷圖,背景 網傳 重磅 消息 中共 絕密 文件 曝光 香港 警察 面臨 隨時 被 殉職 搭配 一張 由 中國國務院 辦公廳 中央 國家 安全 委員會 辦 公室 發布 的 公文 關於 香港 反送 中 背 後 所 引發 的 港 獨集 會 第四 點 稱 如在 緊 急情 況下 透過 自願者 令 香港 警察 英勇 殉職 以 吸引 媒體 的 眼球 集中 在 暴徒 身上 圖 1 網傳訊息 擷圖
0,背景網傳「重磅消息！中共絕密文件曝光  香港警察面臨隨時被殉職」，搭配一張由中國國務院辦公廳、中央國家安全委員會辦公室發布的公文「關於香港反送中背後所引發的港獨集會」，第四點稱：「如在緊急情況下，透過自願者令香港警察英勇殉職，以吸引媒體的眼球集中在暴徒身上」。圖1：網傳訊息擷圖,背景 網傳 重磅 消息 中共 絕密 文件 曝光 香港 警察 面臨 隨時 被 殉職 搭配 一張 由 中國國務院 辦公廳 中央 國家 安全 委員會 辦 公室 發布 的 公文 關於 香港 反送 中 背 後 所 引發 的 港 獨集 會 第四 點 稱 如在 緊 急情 況下 透過 自願者 令 香港 警察 英勇 殉職 以 吸引 媒體 的 眼球 集中 在 暴徒 身上 圖 1 網傳訊息 擷圖
0,"背景""多家媒體報導「美醫研究：吃雞肉胰臟癌風險增72%」、「吃雞肉竟比紅肉危險」、「美國臨床營養學全科醫師麥克‧葛雷格（Michael Greger MD）指出...過去歐州癌症和營養前瞻性調查（EPIC）用了10年時間追蹤47萬7千人，發現每天食用50公克的雞肉(約1/4雞胸肉大小)，胰臟癌的風險會增加72%.....調查小組認為，禽類被餵食生長激素可能是原因之一...」""圖1：媒體報導擷圖圖2：媒體報導擷圖圖3：媒體報導擷圖",背景 多家 媒體 報導 美醫 研究 吃 雞肉 胰臟癌 風險 增 72 吃 雞 肉 竟 比 紅肉 危險 美國 臨床 營養學 全科 醫師 麥克 葛雷格 Michael Greger MD 指出 ... 過去 歐州 癌症 和 營養 前瞻性 調查 EPIC 用 了 10 年 時間 追 蹤 47 萬 7 千 人 發現 每天 食用 50 公克 的 雞肉 約 1 4 雞 胸肉 大小 胰臟癌 的 風險 會 增加 72 ..... 調查 小組 認為 禽類 被 餵 食生長 激素 可能 是 原因 之一 ... 圖 1 媒體 報導 擷 圖 圖 2 媒體 報導 擷 圖 圖 3 媒體 報導 擷圖
0,背景網傳訊息指稱：「家父當年擔任台南市文獻委員撰寫台南府誌，調查後發現台南市六十萬人口中有十分之一為日本裔，他們均保有日本姓氏與日本名字，這些人打心眼就瞧不起臺灣。（視臺灣人為日本的三等國民，當然更仇視1949年打敗日本自支那來台的外省人）日常生活中他們不敢用日本名字，日本姓氏僅用在墓碑上，這些人是多麼的想再恢復日本統治再享受他們高於臺灣人的尊崇~」。圖1：網傳訊息擷圖,背景 網傳訊息 指稱 家父 當年 擔任 台南市 文獻 委員 撰寫 台南 府 誌 調查 後 發現 台南市 六十 萬 人口 中 有 十分之一 為 日本 裔 他們 均 保有 日本 姓氏 與 日本 名字 這些 人 打 心眼 就 瞧不起 臺 灣 視 臺 灣 人 為 日本 的 三等 國民 當然 更 仇視 1949 年 打敗 日本 自 支那 來台 的 外省人 日常生活 中 他們 不敢 用 日本 名字 日本 姓氏 僅用 在 墓碑 上 這些 人 是 多麼 的 想 再 恢 復 日本 統治 再 享受 他們 高 於 臺 灣 人 的 尊崇 圖 1 網傳訊息 擷圖
0,背景社群平台、通訊軟體從2016年起，就流傳一張車牌為「9065-YJ」的廂型車照片，配上「這台車，專門偷拍，檢舉違規」、「這台車專門偷拍違規檢舉車....看到打死他」等文字。此傳言會變形為其他縣市，製作成加工合成圖，不定期在網路再傳。圖1：社群平台流傳訊息擷圖圖2：社群平台流傳訊息擷圖圖3：社群平台流傳訊息擷圖,背景 社群 平台 通訊 軟體 從 2016 年 起 就 流傳 一張 車牌 為 9065 YJ 的 廂型 車 照片 配 上 這 台 車 專門 偷拍 檢舉 違規 這 台車 專門 偷拍 違規 檢舉 車 .... 看到 打死 他 等 文字 此 傳言 會 變 形為 其他 縣市 作成 加工 合成 圖 不定期 在 網路 再 傳 圖 1 社群 平台 流傳訊息 擷 圖 圖 2 社群 平台 流傳訊息 擷 圖 圖 3 社群 平台 流傳訊息 擷圖
0,背景多家內容農場文章和影片指稱：「五歲韓菲混血小女孩因太可愛，中東土豪將她全家接到杜拜包養」、「國外有一名南韓與菲律賓的混血兒Breanna Youn，因為實在太可愛了，中東的土豪也為之著迷，土豪因此將Breanna認作乾女兒，並將她的家人整個移民到杜拜，Breanna一家瞬間致富，過著上流社會的生活...」，文章並指稱，中東土豪常送她名牌、禮物，也用名車接送她，把她一家人安置在皇宮般的豪宅。圖1：內容農場網站流傳訊息擷圖圖2：內容農場網站流傳訊息擷圖圖3：內容農場網站流傳訊息擷圖圖4：內容農場網站流傳訊息擷圖圖5：Youtube網站上也流傳關於Breanna的傳言,背景 多家 內容 農場 文章 和 影片 指稱 五歲 韓菲 混血 小女孩 因太 可愛 中東 土豪 將 她 全家 接到 杜拜 包養 國外 有 一名 南韓 與 菲律賓 的 混血 兒 Breanna Youn 因為 實在 太 可愛 了 中東 的 土豪 也 為 之 著迷 土豪 因此 將 Breanna 認作 乾 女兒 並 將 她 的 家人 整個 移民 到 杜拜 Breanna 一家 瞬間 致富 過著 上流 社會 的 生活 ... 文章 並 指稱 中東 土豪 常 送 她 名牌 禮物 也 用 名車 接送 她 把 她 一家人 安置 在 皇宮 般的 豪宅 圖 1 內容 農場 網站 流傳訊息 擷 圖 圖 2 內容 農場 網站 流傳訊息 擷 圖 圖 3 內容 農場 網站 流傳訊息 擷 圖 圖 4 內容 農場 網站 流傳訊息 擷 圖 圖 5 Youtube 網 站上 也 流 傳關 於 Breanna 的 傳言
0,背景網傳訊息：「你有沒有在廚房裡打電話或接電話？ 3天前，一名醫生分享了6個人的傷亡事件，他們傷亡的原因是在廚房煮飯菜時使用了手機。 因為微波爐或煤氣爐、冰箱放在一起是很危險的。 他們都是邊做飯邊用手機引起的爆炸！ 所以請在廚房停止撥打接聽手機。 這與在加油站使用手機一樣危險。 不要忘記與親人分享。 如果急需打接電話，必須離開有液化氣灶的廚房10-12英尺左右。 切記！ 切記！ 並轉發！」其中，煤氣爐、液化氣灶為中國用語。圖1：網傳訊息擷圖,背景 網傳訊息 你 有 沒有 在 廚房 裡 打 電話 或 接電話 3 天前 一名 醫生 分享 了 6 個 人 的 傷亡 事件 他們 傷亡 的 原因 是 在 廚房 煮 飯 菜 時 使用 了 手機 因為 微波 爐 或 煤氣爐 冰箱 放在 一起 是 很 危險 的 他們 都 是 邊 做 飯 邊 用 手機 引起 的 爆炸 所以 請 在 廚房 停止 撥 打接 聽手 機 這 與 在 加油站 使用 手機 一樣 危險 不要 忘記 與 親人 分享 如果 急需 打接 電話 必須 離開 有 液化 氣灶 的 廚房 10 12 英尺 左右 切記 切記 並 轉發 其中 煤氣爐 液化 氣灶 為 中國 用 語 圖 1 網傳訊息 擷圖
0,背景通訊軟體、社群網站流傳「吃不完的罐頭食品千萬別直接放入冰箱~~鋁中毒」，傳言署名「工研院工安衛中心」，並指出「多消費者從來未曾注意，吃不完就連罐放進冰箱，想吃的時候，隨時再取出進食，不知不覺中造成慢性的鋁中毒...」。此為舊傳言再起，舊傳言在十幾年前就開始流傳，署名為「工研院工安衛中心郭今玄」。圖1：通訊軟體流傳訊息擷圖圖2：2009年流傳的舊傳言擷圖,背景 通訊 軟體 社群 網站 流傳 吃不完 的 罐頭 食品 千萬 別 直接 放入 冰箱 鋁 中毒 傳言 署名 工研院 工安衛 中心 並 指出 多 消費者 從來 未曾 注意 吃不完 就 連 罐 放進 冰箱 想 吃 的 時候 隨時 再 取出 進食 不知 不覺 中 造成 慢性 的 鋁 中毒 ... 此為 舊 傳言 再起 舊 傳言 在 十幾 年前 就 開始 流傳 署名 為 工研院 工安衛 中心 郭今玄 圖 1 通訊 軟體 流傳訊息 擷 圖 圖 2 2009 年 流傳 的 舊 傳言 擷圖
0,背景內容農場網站文章指稱，「一位5歲男童因為長期不正確使用平板電腦，導致嚴重斜視，一隻眼睛的黑色眼珠幾乎已經看不到了。更可怕的是，對眼睛的這種傷害是無法恢復的」。中國和台灣多家內容農場都流傳此文章，配上兩張不同的男孩照片（本報告稱為男童A和男童B），男童各有不同名字。圖1：內容農場搭配不同的男童照片，左為男童A，右為男童B。,背景 內容 農場 網站 文章 指稱 一位 5 歲 男童 因為 長期 不正 使用 平板 電腦 導致 嚴重 斜視 一 隻 眼睛 的 黑色 眼珠 幾乎 已經 看不到 了 更 可怕 的 是 眼睛 的 這種 傷害 是 無 法 恢 復 的 中國 和 台灣 多家 內容 農場 都 流傳 此 文章 配上 兩張 不同 的 男孩 照片 本報 告稱 為 男童 A 和 男童 男童 各有不同 名字 圖 1 內容 農場 搭配 不同 的 男童 照片 左為 男童 右 為 男童
0,背景內容農場網站、社群平台流傳〈白醋泡腳可除疲勞〉一文，指稱「白醋洗腳、泡腳可以治理灰指甲...白醋可以加速人體的血液迴圈，提高血紅蛋白的攜帶氧的能力，改善身體各部位因為疲勞而導致的缺氧狀態...每天用白醋泡腳半小時，可以協調交感和副交感神經的興奮程度，調節、疏理、鬆弛緊張的神經，調和經絡氣血...。」圖1：內容農場流傳訊息擷圖圖2：社群網站流傳訊息擷圖,背景 內容 農場 網站 社群 平台 流傳 白醋 泡腳 可除 疲勞 一文 指稱 白醋 洗腳 泡腳 可以 治理 灰指甲 ... 白醋 可以 加速 人體 的 血液 迴 圈 提高 血紅 蛋白 的 攜帶 氧 的 能力 改善 身體 各 部位 因為 疲勞 而 導致 的 缺氧 狀態 ... 每天 用 白醋 泡腳 半 小 時 可以 協調 交感 和 副 交感 神經 的 興奮 程度 調節 疏理 鬆 弛 緊 張 的 神 經 調 和 經絡 氣血 ... 圖 1 內容 農場 流傳訊息 擷 圖 圖 2 社群 網站 流傳訊息 擷圖
0,背景網傳「葡萄屬於強鹼性食品，這個一定要看。癌症，就這樣慢慢消失...30多年前有一位服務於公賣局台北啤酒廠的張先生...依照呂革令博士的建議，認真改變吃的習慣...1年後再到同一公立醫院檢查結果發現腫瘤已呈現萎縮狀態」等內容。圖1：通訊軟體傳言擷圖圖2：通訊軟體傳言擷圖,背景 網傳 葡萄 屬 於 強 鹼性 食品 這個 一定 要 看 癌症 就 這樣 慢慢 消失 ...30 多年 前 有 一位 服務 於 公賣局 台北 啤酒 廠 的 張 先生 ... 依照 呂革 令 博士 的 建議 認真 改變 吃 的 習慣 ...1 年 後 再 到 同一 公立 醫院 檢查 結果 發現 腫瘤 已 呈現 萎縮 狀態 等 內容 圖 1 通訊 軟體 傳言 擷 圖 圖 2 通訊 軟體 傳言 擷圖
0,背景網傳「葡萄屬於強鹼性食品，這個一定要看。癌症，就這樣慢慢消失...30多年前有一位服務於公賣局台北啤酒廠的張先生...依照呂革令博士的建議，認真改變吃的習慣...1年後再到同一公立醫院檢查結果發現腫瘤已呈現萎縮狀態」等內容。圖1：通訊軟體傳言擷圖圖2：通訊軟體傳言擷圖,背景 網傳 葡萄 屬 於 強 鹼性 食品 這個 一定 要 看 癌症 就 這樣 慢慢 消失 ...30 多年 前 有 一位 服務 於 公賣局 台北 啤酒 廠 的 張 先生 ... 依照 呂革 令 博士 的 建議 認真 改變 吃 的 習慣 ...1 年 後 再 到 同一 公立 醫院 檢查 結果 發現 腫瘤 已 呈現 萎縮 狀態 等 內容 圖 1 通訊 軟體 傳言 擷 圖 圖 2 通訊 軟體 傳言 擷圖
